"操作タイプ","アセットID","アセット種別ID","アセットの親子関係","制作会社管理番号","キャリア","所属サイト","コピーライト","アプリケーションID","パッケージ名","提供会社","ディズニーフラグ","備考","キャラクタ名","タグ"
"U","31496","ct_ddlycnp","単独","dd_og_00302","all;au;dcm;ond;ons;sbm","ddly",,,,,"Disney","","",""
